user_id,age,gender,signup_method,signup_flow,affiliate_channel,first_device_type,country_destination
USER_04763,38.0,MALE,basic,0,direct,Mac Desktop,FR
USER_04764,23.0,FEMALE,basic,0,direct,Windows Desktop,US
USER_04765,,FEMALE,basic,0,direct,Windows Desktop,other
USER_04766,20.0,OTHER,basic,0,direct,iPhone,ES
USER_04767,31.0,UNKNOWN,basic,0,direct,Windows Desktop,other
USER_04768,45.0,MALE,basic,0,direct,Windows Desktop,IT
USER_04769,42.0,OTHER,facebook,25,direct,Mac Desktop,NDF
USER_04770,34.0,FEMALE,facebook,0,other,Mac Desktop,DE
USER_04771,23.0,FEMALE,basic,0,direct,Windows Desktop,NDF
USER_04772,,FEMALE,basic,0,direct,Windows Desktop,other
USER_04773,34.0,MALE,facebook,0,sem-non-brand,Windows Desktop,IT
USER_04774,18.0,MALE,basic,0,direct,Android Phone,NDF
USER_04775,42.0,OTHER,basic,0,sem-brand,Windows Desktop,NDF
USER_04776,,FEMALE,basic,0,other,iPhone,NDF
USER_04777,47.0,UNKNOWN,basic,0,direct,Mac Desktop,NDF
USER_04778,21.0,MALE,basic,0,direct,Mac Desktop,NDF
USER_04779,10.0,MALE,basic,12,direct,Mac Desktop,NDF
USER_04780,37.0,MALE,basic,0,direct,iPhone,NDF
USER_04781,,FEMALE,basic,0,direct,Windows Desktop,ES
USER_04782,25.0,UNKNOWN,basic,0,sem-brand,Mac Desktop,NDF
USER_04783,23.0,MALE,basic,12,sem-non-brand,Android Phone,NDF
USER_04784,64.0,FEMALE,facebook,0,direct,Windows Desktop,other
USER_04785,30.0,FEMALE,facebook,12,direct,Windows Desktop,NDF
USER_04786,,FEMALE,basic,3,direct,Android Phone,other
USER_04787,26.0,FEMALE,basic,0,direct,Mac Desktop,NDF
USER_04788,21.0,FEMALE,facebook,0,direct,Windows Desktop,US
USER_04789,-5.0,FEMALE,facebook,0,direct,iPhone,NDF
USER_04790,31.0,MALE,google,0,other,Android Phone,GB
USER_04791,29.0,UNKNOWN,basic,0,sem-brand,iPhone,US
USER_04792,32.0,OTHER,basic,0,direct,Mac Desktop,DE
USER_04793,36.0,MALE,google,0,other,Mac Desktop,FR
USER_04794,32.0,FEMALE,basic,0,sem-non-brand,Mac Desktop,FR
USER_04795,20.0,FEMALE,basic,0,other,Mac Desktop,NDF
USER_04796,39.0,UNKNOWN,basic,25,direct,iPhone,GB
USER_04797,22.0,MALE,basic,0,direct,Mac Desktop,NDF
USER_04798,,FEMALE,basic,0,direct,Windows Desktop,other
USER_04799,,MALE,basic,0,other,Windows Desktop,other
USER_04800,39.0,MALE,google,0,sem-brand,Windows Desktop,NDF
USER_04801,33.0,FEMALE,basic,0,direct,iPhone,NDF
USER_04802,18.0,OTHER,basic,0,other,Mac Desktop,NDF
USER_04803,26.0,FEMALE,basic,0,direct,Windows Desktop,US
USER_04804,31.0,FEMALE,basic,0,sem-brand,iPhone,NDF
USER_04805,26.0,FEMALE,facebook,0,sem-brand,Windows Desktop,other
USER_04806,25.0,UNKNOWN,basic,0,sem-brand,Mac Desktop,US
USER_04807,,FEMALE,basic,0,direct,Mac Desktop,GB
USER_04808,49.0,MALE,basic,0,direct,Android Phone,US
USER_04809,29.0,OTHER,basic,0,direct,Mac Desktop,US
USER_04810,42.0,MALE,basic,0,direct,iPhone,US
USER_04811,,MALE,basic,0,other,Mac Desktop,US
USER_04812,41.0,FEMALE,basic,0,other,Mac Desktop,US
USER_04813,25.0,FEMALE,facebook,3,sem-brand,Mac Desktop,NDF
USER_04814,37.0,FEMALE,basic,0,direct,Mac Desktop,FR
USER_04815,31.0,UNKNOWN,basic,3,direct,Windows Desktop,NDF
USER_04816,48.0,MALE,basic,0,direct,iPhone,other
USER_04817,24.0,MALE,basic,0,sem-brand,Windows Desktop,NDF
USER_04818,40.0,MALE,basic,25,direct,iPhone,US
USER_04819,30.0,MALE,facebook,0,direct,Mac Desktop,NDF
USER_04820,32.0,FEMALE,basic,0,direct,Android Phone,NDF
USER_04821,31.0,MALE,basic,3,direct,Android Phone,NDF
USER_04822,24.0,OTHER,basic,0,sem-brand,Mac Desktop,NDF
USER_04823,33.0,FEMALE,basic,0,direct,iPhone,IT
USER_04824,,FEMALE,basic,0,sem-non-brand,iPhone,NDF
USER_04825,36.0,MALE,basic,0,direct,Windows Desktop,NDF
USER_04826,34.0,FEMALE,basic,0,direct,iPhone,NDF
USER_04827,42.0,FEMALE,facebook,0,direct,Android Phone,NDF
USER_04828,44.0,MALE,basic,0,sem-brand,Windows Desktop,ES
USER_04829,22.0,FEMALE,basic,0,direct,Windows Desktop,NDF
USER_04830,43.0,MALE,basic,0,direct,iPhone,IT
USER_04831,20.0,UNKNOWN,facebook,0,other,Mac Desktop,GB
USER_04832,40.0,FEMALE,basic,0,direct,Mac Desktop,FR
USER_04833,40.0,OTHER,basic,0,direct,Windows Desktop,NDF
USER_04834,22.0,FEMALE,basic,0,direct,Windows Desktop,GB
USER_04835,35.0,FEMALE,basic,0,direct,Mac Desktop,US
USER_04836,,FEMALE,facebook,3,direct,Mac Desktop,NDF
USER_04837,25.0,OTHER,facebook,3,direct,Mac Desktop,US
USER_04838,48.0,FEMALE,google,12,other,Windows Desktop,other
USER_04839,26.0,FEMALE,basic,3,sem-brand,Windows Desktop,US
USER_04840,25.0,MALE,basic,0,direct,Android Phone,NDF
USER_04841,,MALE,basic,0,direct,Windows Desktop,ES
USER_04842,41.0,MALE,basic,0,direct,Android Phone,other
USER_04843,32.0,FEMALE,facebook,25,sem-non-brand,Windows Desktop,US
USER_04844,46.0,MALE,google,0,direct,Mac Desktop,NDF
USER_04845,39.0,FEMALE,basic,0,sem-non-brand,iPhone,other
USER_04846,20.0,MALE,basic,0,other,Mac Desktop,NDF
USER_04847,28.0,MALE,basic,0,direct,Windows Desktop,GB
USER_04848,27.0,FEMALE,facebook,0,other,Windows Desktop,GB
USER_04849,39.0,MALE,basic,0,direct,Windows Desktop,NDF
USER_04850,15.0,FEMALE,google,0,direct,iPhone,NDF
USER_04851,62.0,FEMALE,basic,25,direct,Mac Desktop,US
USER_04852,39.0,MALE,facebook,0,direct,Mac Desktop,DE
USER_04853,35.0,UNKNOWN,basic,0,sem-brand,iPhone,NDF
USER_04854,46.0,FEMALE,google,12,direct,Windows Desktop,other
USER_04855,59.0,FEMALE,basic,3,direct,Mac Desktop,GB
USER_04856,43.0,OTHER,basic,0,direct,Windows Desktop,US
USER_04857,44.0,MALE,basic,0,direct,Windows Desktop,NDF
USER_04858,35.0,MALE,basic,3,direct,iPhone,NDF
USER_04859,32.0,FEMALE,basic,0,sem-brand,iPhone,other
USER_04860,28.0,FEMALE,basic,0,sem-brand,Windows Desktop,NDF
USER_04861,24.0,MALE,google,3,direct,Mac Desktop,NDF
USER_04862,26.0,MALE,facebook,3,direct,Mac Desktop,NDF
USER_04863,19.0,FEMALE,facebook,0,sem-brand,Windows Desktop,NDF
USER_04864,33.0,MALE,facebook,0,direct,Windows Desktop,US
USER_04865,25.0,MALE,basic,0,sem-non-brand,Windows Desktop,NDF
USER_04866,36.0,MALE,basic,25,sem-brand,iPhone,GB
USER_04867,33.0,FEMALE,basic,0,direct,Windows Desktop,US
USER_04868,35.0,MALE,google,0,sem-brand,iPhone,other
USER_04869,28.0,FEMALE,basic,0,direct,Mac Desktop,US
USER_04870,67.0,UNKNOWN,basic,3,direct,iPhone,NDF
USER_04871,48.0,FEMALE,basic,0,direct,Windows Desktop,GB
USER_04872,20.0,OTHER,basic,3,direct,Windows Desktop,GB
USER_04873,36.0,FEMALE,google,3,direct,iPhone,NDF
USER_04874,27.0,FEMALE,basic,0,direct,Mac Desktop,other
USER_04875,22.0,MALE,facebook,0,sem-non-brand,Windows Desktop,ES
USER_04876,19.0,MALE,basic,0,direct,Mac Desktop,NDF
USER_04877,38.0,MALE,google,0,direct,Mac Desktop,US
USER_04878,26.0,MALE,google,0,direct,Mac Desktop,US
USER_04879,44.0,UNKNOWN,basic,0,direct,Mac Desktop,US
USER_04880,44.0,UNKNOWN,basic,0,direct,Windows Desktop,GB
USER_04881,49.0,MALE,facebook,3,direct,iPhone,NDF
USER_04882,24.0,FEMALE,basic,0,sem-non-brand,Mac Desktop,US
USER_04883,39.0,FEMALE,basic,0,other,Windows Desktop,NDF
USER_04884,40.0,FEMALE,basic,0,direct,Mac Desktop,DE
USER_04885,28.0,FEMALE,basic,0,direct,Windows Desktop,US
USER_04886,25.0,MALE,basic,0,direct,Windows Desktop,other
USER_04887,51.0,FEMALE,facebook,0,direct,iPhone,IT
USER_04888,36.0,FEMALE,facebook,25,direct,Mac Desktop,FR
USER_04889,40.0,FEMALE,facebook,0,sem-non-brand,Windows Desktop,NDF
USER_04890,24.0,FEMALE,google,25,direct,Windows Desktop,NDF
USER_04891,20.0,UNKNOWN,basic,25,sem-non-brand,Mac Desktop,NDF
USER_04892,27.0,OTHER,basic,0,other,Android Phone,ES
USER_04893,32.0,FEMALE,basic,0,direct,Mac Desktop,NDF
USER_04894,22.0,MALE,google,0,other,Windows Desktop,US
USER_04895,33.0,FEMALE,basic,12,sem-brand,Mac Desktop,US
USER_04896,25.0,FEMALE,basic,3,direct,Mac Desktop,other
USER_04897,21.0,MALE,basic,0,direct,Windows Desktop,US
USER_04898,41.0,FEMALE,google,0,sem-brand,Windows Desktop,IT
USER_04899,40.0,MALE,google,3,sem-brand,Windows Desktop,ES
USER_04900,29.0,MALE,facebook,0,sem-non-brand,Mac Desktop,NDF
USER_04901,,MALE,basic,0,sem-brand,Windows Desktop,US
USER_04902,22.0,MALE,basic,0,direct,Android Phone,ES
USER_04903,29.0,FEMALE,basic,3,direct,Windows Desktop,NDF
USER_04904,41.0,UNKNOWN,basic,0,direct,Windows Desktop,NDF
USER_04905,44.0,FEMALE,basic,0,direct,Android Phone,NDF
USER_04906,28.0,FEMALE,basic,0,direct,Windows Desktop,NDF
USER_04907,21.0,FEMALE,basic,0,sem-brand,Mac Desktop,other
USER_04908,36.0,MALE,facebook,0,direct,Windows Desktop,NDF
USER_04909,24.0,MALE,facebook,0,sem-brand,Android Phone,NDF
USER_04910,28.0,MALE,basic,0,direct,iPhone,US
USER_04911,48.0,FEMALE,google,3,direct,iPhone,NDF
USER_04912,43.0,FEMALE,basic,0,direct,Android Phone,NDF
USER_04913,35.0,MALE,basic,0,direct,Windows Desktop,NDF
USER_04914,20.0,FEMALE,basic,0,other,iPhone,NDF
USER_04915,36.0,UNKNOWN,google,0,sem-brand,Windows Desktop,US
USER_04916,45.0,MALE,basic,0,direct,Windows Desktop,IT
USER_04917,29.0,FEMALE,google,0,sem-brand,Windows Desktop,IT
USER_04918,48.0,MALE,basic,0,direct,Mac Desktop,US
USER_04919,48.0,FEMALE,facebook,0,direct,Mac Desktop,GB
USER_04920,52.0,FEMALE,basic,0,direct,Mac Desktop,GB
USER_04921,37.0,FEMALE,facebook,0,sem-brand,Windows Desktop,NDF
USER_04922,40.0,FEMALE,google,0,direct,iPhone,ES
USER_04923,49.0,FEMALE,google,0,sem-brand,Android Phone,ES
USER_04924,38.0,MALE,facebook,0,direct,Mac Desktop,FR
USER_04925,28.0,MALE,basic,0,sem-brand,Windows Desktop,NDF
USER_04926,29.0,FEMALE,basic,0,sem-brand,Windows Desktop,NDF
USER_04927,36.0,MALE,facebook,0,direct,Windows Desktop,NDF
USER_04928,19.0,MALE,basic,0,sem-non-brand,iPhone,NDF
USER_04929,32.0,MALE,facebook,0,direct,iPhone,US
USER_04930,46.0,MALE,basic,0,sem-brand,Android Phone,NDF
USER_04931,19.0,MALE,basic,0,direct,Mac Desktop,NDF
USER_04932,50.0,FEMALE,basic,0,direct,Android Phone,NDF
USER_04933,46.0,MALE,basic,0,direct,iPhone,NDF
USER_04934,28.0,FEMALE,basic,0,sem-brand,iPhone,US
USER_04935,39.0,FEMALE,basic,3,sem-brand,Windows Desktop,GB
USER_04936,34.0,OTHER,basic,0,direct,Android Phone,other
USER_04937,47.0,FEMALE,facebook,3,direct,Mac Desktop,ES
USER_04938,44.0,UNKNOWN,basic,0,sem-brand,iPhone,GB
USER_04939,18.0,MALE,google,0,direct,Windows Desktop,IT
USER_04940,40.0,FEMALE,basic,0,sem-brand,Mac Desktop,FR
USER_04941,31.0,MALE,facebook,0,direct,iPhone,US
USER_04942,34.0,FEMALE,basic,0,direct,iPhone,US
USER_04943,25.0,MALE,basic,3,sem-brand,Windows Desktop,GB
USER_04944,,MALE,basic,0,sem-non-brand,Windows Desktop,other
USER_04945,45.0,MALE,basic,0,direct,Mac Desktop,NDF
USER_04946,25.0,OTHER,facebook,0,sem-brand,Windows Desktop,NDF
USER_04947,19.0,MALE,facebook,0,direct,Mac Desktop,NDF
USER_04948,29.0,FEMALE,basic,0,sem-non-brand,Windows Desktop,NDF
USER_04949,,UNKNOWN,facebook,0,direct,Windows Desktop,NDF
USER_04950,36.0,MALE,basic,0,sem-brand,Mac Desktop,NDF
USER_04951,47.0,UNKNOWN,facebook,0,direct,Windows Desktop,NDF
USER_04952,42.0,MALE,basic,0,sem-non-brand,Windows Desktop,NDF
USER_04953,44.0,OTHER,basic,12,direct,iPhone,US
USER_04954,37.0,UNKNOWN,basic,3,direct,Mac Desktop,FR
USER_04955,18.0,UNKNOWN,google,3,direct,Windows Desktop,GB
USER_04956,31.0,FEMALE,basic,25,direct,Windows Desktop,US
USER_04957,45.0,UNKNOWN,basic,0,direct,Mac Desktop,DE
USER_04958,,MALE,basic,3,direct,iPhone,NDF
USER_04959,39.0,FEMALE,basic,0,direct,Windows Desktop,US
USER_04960,30.0,MALE,basic,0,sem-brand,Windows Desktop,NDF
USER_04961,22.0,MALE,basic,0,direct,Android Phone,ES
USER_04962,32.0,FEMALE,google,0,direct,iPhone,GB
USER_04963,37.0,MALE,facebook,3,other,Mac Desktop,FR
USER_04964,26.0,UNKNOWN,google,0,sem-brand,Windows Desktop,NDF
USER_04965,,FEMALE,basic,0,direct,Windows Desktop,US
USER_04966,23.0,UNKNOWN,basic,12,direct,Windows Desktop,other
USER_04967,,OTHER,basic,0,direct,Windows Desktop,NDF
USER_04968,30.0,FEMALE,basic,0,sem-brand,Android Phone,GB
USER_04969,2014.0,MALE,google,0,direct,Mac Desktop,NDF
USER_04970,,FEMALE,facebook,0,other,Windows Desktop,NDF
USER_04971,33.0,MALE,basic,0,direct,Windows Desktop,other
USER_04972,22.0,MALE,facebook,0,sem-non-brand,Mac Desktop,other
USER_04973,21.0,MALE,google,0,direct,Windows Desktop,US
USER_04974,27.0,FEMALE,facebook,0,direct,Windows Desktop,US
USER_04975,18.0,MALE,basic,0,other,Mac Desktop,NDF
USER_04976,49.0,FEMALE,basic,3,sem-brand,Android Phone,IT
USER_04977,35.0,FEMALE,basic,0,direct,Windows Desktop,US
USER_04978,38.0,MALE,facebook,3,direct,Windows Desktop,ES
USER_04979,19.0,FEMALE,facebook,0,other,iPhone,NDF
USER_04980,20.0,FEMALE,basic,0,direct,Mac Desktop,NDF
USER_04981,43.0,UNKNOWN,basic,0,direct,Windows Desktop,other
USER_04982,37.0,MALE,facebook,0,direct,Windows Desktop,ES
USER_04983,32.0,FEMALE,basic,0,direct,Windows Desktop,GB
USER_04984,40.0,FEMALE,basic,12,direct,Windows Desktop,NDF
USER_04985,51.0,UNKNOWN,basic,0,direct,Mac Desktop,ES
USER_04986,31.0,FEMALE,basic,0,other,iPhone,NDF
USER_04987,34.0,FEMALE,basic,0,direct,Windows Desktop,NDF
USER_04988,36.0,MALE,basic,0,sem-brand,Android Phone,GB
USER_04989,60.0,MALE,google,12,sem-non-brand,iPhone,NDF
USER_04990,20.0,MALE,basic,0,sem-non-brand,Android Phone,ES
USER_04991,41.0,FEMALE,facebook,0,sem-non-brand,Mac Desktop,NDF
USER_04992,,FEMALE,basic,0,sem-brand,Windows Desktop,NDF
USER_04993,40.0,MALE,facebook,0,direct,Android Phone,ES
USER_04994,26.0,FEMALE,basic,0,direct,iPhone,ES
USER_04995,33.0,MALE,basic,0,direct,Windows Desktop,US
USER_04996,41.0,FEMALE,basic,0,direct,Mac Desktop,DE
USER_04997,68.0,OTHER,basic,0,other,Windows Desktop,US
USER_04998,42.0,UNKNOWN,basic,0,sem-non-brand,Windows Desktop,GB
USER_04999,,MALE,basic,12,sem-brand,Mac Desktop,ES
USER_05000,29.0,FEMALE,basic,12,direct,iPhone,NDF
USER_05001,29.0,UNKNOWN,basic,0,sem-brand,Windows Desktop,NDF
USER_05002,24.0,FEMALE,facebook,3,sem-brand,Windows Desktop,NDF
USER_05003,30.0,MALE,basic,0,direct,Windows Desktop,NDF
USER_05004,42.0,FEMALE,basic,0,direct,Mac Desktop,NDF
USER_05005,19.0,FEMALE,basic,0,sem-brand,Windows Desktop,US
USER_05006,45.0,MALE,google,0,direct,Windows Desktop,other
USER_05007,39.0,MALE,google,12,direct,Android Phone,ES
USER_05008,2014.0,FEMALE,basic,0,direct,Windows Desktop,other
USER_05009,32.0,OTHER,basic,0,sem-non-brand,iPhone,other
USER_05010,,UNKNOWN,google,0,direct,Windows Desktop,NDF
USER_05011,42.0,MALE,google,0,direct,Mac Desktop,US
USER_05012,34.0,FEMALE,basic,0,sem-brand,Mac Desktop,NDF
USER_05013,31.0,MALE,basic,0,other,iPhone,US
USER_05014,34.0,UNKNOWN,facebook,0,direct,iPhone,US
USER_05015,,MALE,basic,0,direct,iPhone,NDF
USER_05016,20.0,MALE,facebook,25,direct,Windows Desktop,US
USER_05017,56.0,MALE,basic,0,direct,Windows Desktop,NDF
USER_05018,35.0,FEMALE,basic,0,direct,Windows Desktop,US
USER_05019,38.0,MALE,basic,0,sem-non-brand,iPhone,NDF
USER_05020,33.0,FEMALE,basic,0,sem-brand,Mac Desktop,FR
USER_05021,25.0,FEMALE,basic,0,direct,Windows Desktop,IT
USER_05022,,FEMALE,google,0,direct,Mac Desktop,US
USER_05023,26.0,MALE,basic,0,direct,Mac Desktop,GB
USER_05024,59.0,MALE,basic,0,sem-brand,Mac Desktop,GB
USER_05025,20.0,MALE,basic,3,other,Windows Desktop,US
USER_05026,22.0,FEMALE,basic,12,sem-brand,Android Phone,NDF
USER_05027,29.0,FEMALE,basic,0,sem-brand,Windows Desktop,GB
USER_05028,48.0,MALE,facebook,0,direct,Windows Desktop,US
USER_05029,34.0,FEMALE,google,12,direct,Windows Desktop,NDF
USER_05030,20.0,MALE,basic,25,direct,Mac Desktop,NDF
USER_05031,47.0,FEMALE,basic,0,direct,Windows Desktop,NDF
USER_05032,42.0,UNKNOWN,basic,0,direct,Mac Desktop,FR
USER_05033,39.0,MALE,basic,12,direct,Mac Desktop,DE
USER_05034,41.0,FEMALE,basic,0,direct,Mac Desktop,FR
USER_05035,60.0,FEMALE,basic,0,sem-brand,Windows Desktop,IT
USER_05036,58.0,FEMALE,basic,0,direct,Mac Desktop,other
USER_05037,,FEMALE,basic,0,sem-brand,Windows Desktop,NDF
USER_05038,51.0,FEMALE,basic,0,direct,Windows Desktop,NDF
USER_05039,38.0,MALE,basic,0,direct,iPhone,US
USER_05040,39.0,FEMALE,basic,0,sem-non-brand,Mac Desktop,FR
USER_05041,25.0,FEMALE,basic,0,sem-brand,Windows Desktop,NDF
USER_05042,32.0,UNKNOWN,basic,0,direct,Android Phone,other
USER_05043,25.0,FEMALE,basic,0,direct,Mac Desktop,NDF
USER_05044,43.0,MALE,basic,0,other,iPhone,US
USER_05045,45.0,FEMALE,basic,12,direct,Mac Desktop,FR
USER_05046,21.0,FEMALE,basic,0,direct,Windows Desktop,NDF
USER_05047,33.0,FEMALE,google,12,direct,Mac Desktop,US
USER_05048,46.0,OTHER,facebook,0,direct,Windows Desktop,NDF
USER_05049,31.0,UNKNOWN,facebook,12,direct,Android Phone,NDF
USER_05050,42.0,MALE,basic,3,direct,Windows Desktop,US
USER_05051,37.0,MALE,google,25,other,Mac Desktop,US
USER_05052,37.0,FEMALE,facebook,0,direct,iPhone,NDF
USER_05053,31.0,FEMALE,basic,0,sem-brand,Windows Desktop,NDF
USER_05054,20.0,FEMALE,basic,0,sem-non-brand,Android Phone,NDF
USER_05055,21.0,FEMALE,basic,12,sem-brand,Mac Desktop,NDF
USER_05056,41.0,FEMALE,basic,0,direct,Mac Desktop,NDF
USER_05057,34.0,MALE,facebook,12,direct,Windows Desktop,NDF
USER_05058,,FEMALE,basic,0,sem-non-brand,Android Phone,NDF
USER_05059,29.0,MALE,facebook,0,other,iPhone,ES
USER_05060,30.0,FEMALE,basic,0,direct,Windows Desktop,US
USER_05061,,UNKNOWN,google,0,direct,Windows Desktop,ES
USER_05062,30.0,MALE,basic,0,other,Windows Desktop,US
USER_05063,19.0,MALE,google,0,sem-non-brand,Android Phone,NDF
USER_05064,42.0,MALE,basic,0,direct,iPhone,ES
USER_05065,31.0,MALE,basic,3,other,Mac Desktop,FR
USER_05066,34.0,MALE,basic,0,direct,Windows Desktop,NDF
USER_05067,,FEMALE,basic,0,direct,iPhone,NDF
USER_05068,33.0,FEMALE,facebook,0,sem-brand,Windows Desktop,other
USER_05069,37.0,MALE,basic,12,direct,Windows Desktop,NDF
USER_05070,21.0,FEMALE,basic,0,direct,Mac Desktop,NDF
USER_05071,31.0,UNKNOWN,basic,0,other,iPhone,GB
USER_05072,40.0,MALE,basic,0,direct,Windows Desktop,GB
USER_05073,26.0,OTHER,basic,0,direct,iPhone,NDF
USER_05074,36.0,MALE,basic,0,sem-brand,iPhone,NDF
USER_05075,35.0,MALE,google,25,direct,Windows Desktop,NDF
USER_05076,34.0,FEMALE,facebook,0,direct,Windows Desktop,other
USER_05077,45.0,MALE,facebook,0,direct,Mac Desktop,NDF
USER_05078,37.0,MALE,basic,0,sem-brand,Windows Desktop,US
USER_05079,50.0,MALE,basic,3,direct,Windows Desktop,IT
USER_05080,23.0,UNKNOWN,basic,0,direct,Windows Desktop,NDF
USER_05081,35.0,MALE,basic,0,direct,Mac Desktop,FR
USER_05082,34.0,FEMALE,basic,0,other,Windows Desktop,NDF
USER_05083,22.0,FEMALE,basic,0,sem-non-brand,iPhone,NDF
USER_05084,44.0,MALE,facebook,0,sem-non-brand,Windows Desktop,GB
USER_05085,59.0,MALE,facebook,3,sem-brand,iPhone,US
USER_05086,33.0,MALE,google,0,sem-brand,Windows Desktop,other
USER_05087,39.0,MALE,basic,0,direct,iPhone,US
USER_05088,34.0,MALE,basic,12,direct,iPhone,GB
USER_05089,26.0,MALE,facebook,0,direct,Windows Desktop,GB
USER_05090,23.0,MALE,basic,0,direct,iPhone,NDF
USER_05091,26.0,MALE,basic,0,direct,Mac Desktop,NDF
USER_05092,,FEMALE,facebook,0,direct,iPhone,NDF
USER_05093,52.0,MALE,basic,0,direct,iPhone,NDF
USER_05094,32.0,UNKNOWN,google,25,direct,Android Phone,NDF
USER_05095,30.0,MALE,basic,3,direct,Mac Desktop,FR
USER_05096,43.0,FEMALE,facebook,0,direct,Mac Desktop,NDF
USER_05097,21.0,UNKNOWN,basic,3,direct,Mac Desktop,US
USER_05098,25.0,MALE,basic,0,sem-non-brand,Windows Desktop,ES
USER_05099,34.0,FEMALE,basic,0,sem-non-brand,Mac Desktop,FR
USER_05100,45.0,FEMALE,basic,0,other,Windows Desktop,NDF
USER_05101,39.0,UNKNOWN,basic,0,direct,iPhone,other
USER_05102,36.0,FEMALE,facebook,0,sem-brand,Windows Desktop,NDF
USER_05103,34.0,MALE,facebook,0,direct,Mac Desktop,DE
USER_05104,38.0,FEMALE,basic,0,direct,iPhone,NDF
USER_05105,36.0,FEMALE,basic,0,sem-brand,Windows Desktop,NDF
USER_05106,22.0,MALE,basic,0,sem-non-brand,Mac Desktop,GB
USER_05107,,FEMALE,basic,3,direct,Windows Desktop,US
USER_05108,22.0,FEMALE,facebook,12,sem-brand,Windows Desktop,other
USER_05109,34.0,MALE,basic,0,sem-brand,Windows Desktop,NDF
USER_05110,28.0,UNKNOWN,google,0,sem-brand,Mac Desktop,NDF
USER_05111,61.0,MALE,basic,0,sem-non-brand,Android Phone,NDF
USER_05112,33.0,FEMALE,basic,0,direct,Windows Desktop,NDF
USER_05113,18.0,MALE,facebook,0,sem-non-brand,Mac Desktop,NDF
USER_05114,32.0,UNKNOWN,basic,0,sem-brand,Mac Desktop,US
USER_05115,39.0,FEMALE,basic,12,sem-non-brand,Mac Desktop,NDF
USER_05116,52.0,FEMALE,basic,0,direct,iPhone,US
USER_05117,27.0,UNKNOWN,basic,12,direct,Windows Desktop,NDF
USER_05118,26.0,MALE,basic,0,sem-non-brand,Mac Desktop,US
USER_05119,,MALE,basic,0,sem-non-brand,Mac Desktop,US
USER_05120,18.0,FEMALE,basic,12,direct,Android Phone,NDF
USER_05121,29.0,FEMALE,basic,0,sem-brand,iPhone,ES
USER_05122,31.0,FEMALE,basic,25,direct,Mac Desktop,NDF
USER_05123,33.0,FEMALE,google,0,direct,iPhone,NDF
USER_05124,41.0,FEMALE,basic,12,direct,Mac Desktop,DE
USER_05125,26.0,MALE,basic,0,direct,Windows Desktop,US
USER_05126,30.0,UNKNOWN,basic,0,direct,Mac Desktop,FR
USER_05127,33.0,FEMALE,basic,0,sem-brand,Mac Desktop,FR
USER_05128,35.0,UNKNOWN,basic,0,sem-non-brand,Windows Desktop,IT
USER_05129,35.0,UNKNOWN,facebook,0,direct,Mac Desktop,NDF
USER_05130,38.0,MALE,basic,0,direct,Windows Desktop,NDF
USER_05131,43.0,FEMALE,basic,0,sem-brand,Mac Desktop,US
USER_05132,38.0,MALE,basic,0,direct,iPhone,NDF
USER_05133,38.0,OTHER,basic,0,direct,Mac Desktop,FR
USER_05134,26.0,FEMALE,basic,25,direct,Windows Desktop,other
USER_05135,34.0,MALE,basic,0,other,Windows Desktop,NDF
USER_05136,39.0,UNKNOWN,google,0,sem-non-brand,Android Phone,GB
USER_05137,42.0,FEMALE,basic,0,sem-non-brand,Android Phone,NDF
USER_05138,26.0,UNKNOWN,basic,0,direct,Android Phone,NDF
USER_05139,26.0,MALE,facebook,0,sem-brand,iPhone,NDF
USER_05140,27.0,UNKNOWN,google,0,other,Windows Desktop,NDF
USER_05141,39.0,FEMALE,basic,0,direct,Mac Desktop,US
USER_05142,45.0,FEMALE,google,0,direct,iPhone,GB
USER_05143,29.0,OTHER,facebook,0,sem-brand,iPhone,US
USER_05144,43.0,FEMALE,basic,0,direct,Mac Desktop,US
USER_05145,35.0,FEMALE,basic,12,direct,Mac Desktop,FR
USER_05146,32.0,MALE,basic,0,direct,Windows Desktop,US
USER_05147,31.0,OTHER,basic,0,direct,Android Phone,US
USER_05148,42.0,FEMALE,basic,0,direct,Mac Desktop,NDF
USER_05149,37.0,OTHER,google,0,other,Windows Desktop,other
USER_05150,59.0,MALE,basic,0,direct,Android Phone,NDF
USER_05151,24.0,MALE,facebook,0,direct,Android Phone,US
USER_05152,39.0,MALE,facebook,0,sem-brand,Windows Desktop,US
USER_05153,28.0,FEMALE,basic,25,direct,Windows Desktop,NDF
USER_05154,24.0,MALE,google,0,sem-non-brand,Windows Desktop,US
USER_05155,33.0,MALE,facebook,0,sem-brand,Windows Desktop,NDF
USER_05156,35.0,FEMALE,basic,0,direct,Windows Desktop,IT
USER_05157,66.0,MALE,facebook,0,direct,Windows Desktop,US
USER_05158,31.0,UNKNOWN,basic,0,direct,Windows Desktop,NDF
USER_05159,21.0,FEMALE,basic,0,other,Mac Desktop,NDF
USER_05160,37.0,UNKNOWN,basic,0,direct,iPhone,US
USER_05161,21.0,MALE,facebook,0,direct,Windows Desktop,NDF
USER_05162,32.0,MALE,facebook,25,other,Windows Desktop,US
USER_05163,34.0,MALE,basic,12,direct,iPhone,US
USER_05164,,FEMALE,basic,3,direct,Windows Desktop,NDF
USER_05165,44.0,MALE,basic,0,sem-non-brand,Android Phone,NDF
